,PassengerId,Destination,VIP,Cabin,CryoSleep,Transported
80,0086_01,TRAPPIST-1e,False,F/17/P,False,False
81,0088_01,PSO J318.5-22,False,E/5/S,True,True
82,0090_01,TRAPPIST-1e,False,G/15/S,True,True
83,0091_01,TRAPPIST-1e,False,G/16/S,True,True
84,0091_02,TRAPPIST-1e,False,F/20/S,False,False
85,0092_01,TRAPPIST-1e,False,G/9/P,False,False
86,0092_02,TRAPPIST-1e,False,G/9/P,True,True
87,0092_03,TRAPPIST-1e,False,G/9/P,True,True
88,0097_01,TRAPPIST-1e,False,A/2/S,False,False
89,0098_01,TRAPPIST-1e,False,G/11/P,False,False
90,0098_02,TRAPPIST-1e,False,G/11/P,False,True
91,0099_01,PSO J318.5-22,False,F/19/P,False,False
92,0099_02,TRAPPIST-1e,False,G/12/P,,True
93,0101_01,TRAPPIST-1e,False,,True,True
94,0102_01,TRAPPIST-1e,False,F/23/S,False,False
95,0103_01,TRAPPIST-1e,False,F/24/S,False,True
96,0103_02,55 Cancri e,False,G/18/S,True,True
97,0103_03,TRAPPIST-1e,False,G/18/S,True,False
98,0105_01,TRAPPIST-1e,False,F/21/P,,False
99,0107_01,TRAPPIST-1e,False,D/2/S,False,False
100,0108_01,TRAPPIST-1e,False,G/19/S,True,False
101,0108_02,TRAPPIST-1e,False,G/19/S,False,False
102,0108_03,TRAPPIST-1e,,G/19/S,False,True
103,0110_01,TRAPPIST-1e,False,,False,False
104,0110_02,TRAPPIST-1e,False,B/5/P,,False
105,0110_03,TRAPPIST-1e,False,B/5/P,False,True
106,0110_04,TRAPPIST-1e,False,B/5/P,True,True
107,0111_01,TRAPPIST-1e,False,E/6/S,True,True
108,0112_01,55 Cancri e,True,B/1/S,False,True
109,0113_01,TRAPPIST-1e,False,F/23/P,False,True
110,0114_01,TRAPPIST-1e,False,G/20/S,False,False
111,0115_01,TRAPPIST-1e,False,F/24/P,,True
112,0116_01,TRAPPIST-1e,False,D/4/P,False,True
113,0119_01,TRAPPIST-1e,False,A/0/P,False,False
114,0119_02,TRAPPIST-1e,False,A/0/P,True,True
115,0120_01,TRAPPIST-1e,False,F/25/P,True,True
116,0122_01,TRAPPIST-1e,False,G/21/S,False,False
117,0123_01,TRAPPIST-1e,False,F/27/P,False,False
118,0126_01,TRAPPIST-1e,False,F/27/S,True,True
119,0127_01,TRAPPIST-1e,False,E/7/S,False,False
120,0128_01,TRAPPIST-1e,True,D/3/S,False,False
121,0128_02,TRAPPIST-1e,False,E/8/S,False,False
122,0129_01,PSO J318.5-22,False,G/22/S,True,True
123,0133_01,TRAPPIST-1e,False,F/29/S,True,True
124,0133_02,TRAPPIST-1e,False,D/5/S,False,False
125,0134_01,TRAPPIST-1e,False,G/17/P,False,True
126,0136_01,PSO J318.5-22,False,G/23/S,False,False
127,0138_01,TRAPPIST-1e,False,G/18/P,True,True
128,0138_02,,False,E/5/P,False,False
129,0139_01,55 Cancri e,False,C/6/S,True,True
130,0140_01,TRAPPIST-1e,False,G/19/P,True,True
131,0140_02,TRAPPIST-1e,False,F/29/P,False,False
132,0141_01,TRAPPIST-1e,False,F/30/P,False,False
133,0144_01,TRAPPIST-1e,False,F/31/S,False,True
134,0146_01,TRAPPIST-1e,False,G/25/S,False,False
135,0147_01,TRAPPIST-1e,False,G/26/S,True,True
136,0148_01,TRAPPIST-1e,False,F/31/P,False,False
137,0149_01,55 Cancri e,False,G/27/S,True,True
138,0151_01,55 Cancri e,False,G/20/P,True,False
139,0152_01,,False,F/32/P,False,False
140,0160_01,TRAPPIST-1e,False,G/22/P,False,False
141,0163_01,TRAPPIST-1e,False,B/8/P,True,True
142,0163_02,TRAPPIST-1e,False,B/8/P,True,True
143,0164_01,TRAPPIST-1e,False,G/28/S,False,True
144,0164_02,PSO J318.5-22,False,G/28/S,True,False
145,0165_01,TRAPPIST-1e,,F/37/P,True,True
146,0167_01,TRAPPIST-1e,False,F/35/S,True,True
147,0167_02,TRAPPIST-1e,False,F/35/S,False,False
148,0169_01,TRAPPIST-1e,False,G/23/P,True,False
149,0170_01,TRAPPIST-1e,False,E/10/S,False,False
150,0171_01,PSO J318.5-22,False,G/30/S,True,True
151,0172_01,TRAPPIST-1e,False,G/24/P,True,True
152,0173_01,TRAPPIST-1e,False,E/11/S,,True
153,0174_01,55 Cancri e,False,F/38/P,False,False
154,0177_01,TRAPPIST-1e,False,B/2/S,False,False
155,0178_01,TRAPPIST-1e,False,D/6/S,False,False
156,0179_01,TRAPPIST-1e,False,G/26/P,False,True
157,0179_02,TRAPPIST-1e,False,G/26/P,False,False
158,0179_03,TRAPPIST-1e,False,G/26/P,False,True
159,0181_01,TRAPPIST-1e,False,G/27/P,False,False
160,0182_01,TRAPPIST-1e,False,C/3/P,True,True
161,0183_01,TRAPPIST-1e,False,F/36/S,False,True
162,0186_01,TRAPPIST-1e,False,G/28/P,False,False
163,0188_01,TRAPPIST-1e,False,G/31/S,True,True
164,0189_01,55 Cancri e,False,E/8/P,False,False
165,0190_01,55 Cancri e,False,G/32/S,True,False
166,0192_01,TRAPPIST-1e,False,G/29/P,True,True
167,0192_02,TRAPPIST-1e,False,G/29/P,False,False
168,0192_03,TRAPPIST-1e,False,G/29/P,False,False
169,0193_01,TRAPPIST-1e,False,F/41/P,True,True
170,0193_02,TRAPPIST-1e,False,F/41/P,False,False
171,0193_03,TRAPPIST-1e,False,F/41/P,False,True
172,0195_01,TRAPPIST-1e,False,F/42/P,False,True
173,0196_01,PSO J318.5-22,False,D/5/P,False,False
174,0197_01,TRAPPIST-1e,False,C/5/P,False,False
175,0198_01,PSO J318.5-22,False,G/30/P,,True
176,0199_01,TRAPPIST-1e,False,G/33/S,True,False
177,0200_01,TRAPPIST-1e,False,G/31/P,True,True
178,0201_01,TRAPPIST-1e,False,B/3/S,True,True
179,0201_02,TRAPPIST-1e,False,B/3/S,True,True
180,0202_01,55 Cancri e,False,B/9/P,True,True
181,0202_02,55 Cancri e,False,A/2/P,False,True
182,0203_01,TRAPPIST-1e,False,C/8/S,True,True
183,0205_01,TRAPPIST-1e,False,G/34/S,False,False
184,0206_01,55 Cancri e,False,C/9/S,False,True
185,0207_01,PSO J318.5-22,False,G/32/P,True,False
186,0210_01,55 Cancri e,False,D/6/P,True,True
187,0211_01,TRAPPIST-1e,False,F/44/P,False,True
188,0211_02,TRAPPIST-1e,False,F/44/P,True,True
189,0211_03,TRAPPIST-1e,False,F/44/P,False,False
190,0212_01,TRAPPIST-1e,False,E/9/P,False,False
191,0212_02,TRAPPIST-1e,False,F/45/P,False,False
192,0213_01,TRAPPIST-1e,False,F/46/P,False,False
193,0216_01,55 Cancri e,False,F/40/S,False,False
194,0217_01,TRAPPIST-1e,False,F/47/P,False,False
195,0219_01,TRAPPIST-1e,False,G/36/P,True,True
196,0220_01,TRAPPIST-1e,False,G/37/P,True,True
197,0220_02,TRAPPIST-1e,False,G/37/P,False,True
198,0220_03,TRAPPIST-1e,False,G/37/P,True,False
199,0220_04,TRAPPIST-1e,False,E/10/P,False,False
200,0220_05,TRAPPIST-1e,False,F/48/P,False,False
201,0220_06,55 Cancri e,False,G/37/P,False,False
202,0220_07,TRAPPIST-1e,False,G/37/P,True,True
203,0221_01,55 Cancri e,False,E/13/S,False,False
204,0221_02,TRAPPIST-1e,False,E/13/S,False,False
205,0221_03,TRAPPIST-1e,False,E/13/S,False,False
206,0221_04,TRAPPIST-1e,False,E/13/S,True,True
207,0221_05,TRAPPIST-1e,False,E/13/S,False,False
208,0221_06,TRAPPIST-1e,False,E/13/S,False,False
209,0221_07,TRAPPIST-1e,False,E/13/S,True,False
210,0222_01,TRAPPIST-1e,False,F/41/S,False,False
211,0222_02,TRAPPIST-1e,False,F/41/S,True,True
212,0222_03,TRAPPIST-1e,False,E/14/S,True,True
213,0223_01,TRAPPIST-1e,False,G/35/S,False,False
214,0224_01,TRAPPIST-1e,True,F/42/S,False,False
215,0225_01,PSO J318.5-22,False,G/38/P,True,True
216,0229_01,TRAPPIST-1e,False,F/43/S,False,False
217,0231_01,TRAPPIST-1e,False,F/44/S,False,False
218,0232_01,PSO J318.5-22,False,G/36/S,True,False
219,0233_01,TRAPPIST-1e,False,F/45/S,False,False
220,0234_01,TRAPPIST-1e,False,F/50/P,False,False
221,0237_01,TRAPPIST-1e,False,B/11/P,True,True
222,0239_01,TRAPPIST-1e,False,,False,False
223,0240_01,TRAPPIST-1e,False,F/52/P,True,True
224,0241_01,55 Cancri e,False,E/11/P,,False
225,0242_01,TRAPPIST-1e,False,F/46/S,False,False
226,0243_01,TRAPPIST-1e,False,G/37/S,True,False
227,0244_01,TRAPPIST-1e,False,,True,True
228,0244_02,55 Cancri e,,F/47/S,True,True
229,0245_01,55 Cancri e,False,C/6/P,False,True
230,0245_02,TRAPPIST-1e,False,C/6/P,False,False
231,0246_01,TRAPPIST-1e,False,D/8/P,False,False
232,0248_01,TRAPPIST-1e,False,C/10/S,False,False
233,0250_01,PSO J318.5-22,False,G/38/S,True,False
234,0251_01,55 Cancri e,False,C/11/S,True,True
235,0252_01,TRAPPIST-1e,False,F/53/P,False,False
236,0253_01,TRAPPIST-1e,False,G/42/P,False,False
237,0254_01,TRAPPIST-1e,False,F/54/P,False,True
238,0255_01,TRAPPIST-1e,False,A/3/S,True,True
239,0257_01,55 Cancri e,False,F/49/S,False,False
240,0257_02,TRAPPIST-1e,False,F/49/S,True,True
241,0258_01,TRAPPIST-1e,False,F/50/S,False,False
242,0260_01,TRAPPIST-1e,False,E/16/S,False,False
243,0261_01,TRAPPIST-1e,False,F/56/P,False,False
244,0263_01,TRAPPIST-1e,False,G/43/P,True,True
245,0265_01,TRAPPIST-1e,False,D/8/S,True,True
246,0267_01,TRAPPIST-1e,False,F/51/S,False,False
247,0269_01,55 Cancri e,False,F/52/S,False,True
248,0270_01,TRAPPIST-1e,False,F/59/P,False,False
249,0275_01,55 Cancri e,False,D/9/S,True,True
250,0277_01,55 Cancri e,False,F/61/P,False,True
251,0278_01,TRAPPIST-1e,False,,False,False
252,0278_02,TRAPPIST-1e,False,G/45/P,False,False
253,0281_01,TRAPPIST-1e,False,F/63/P,False,True
254,0282_01,TRAPPIST-1e,False,F/54/S,False,True
255,0283_01,PSO J318.5-22,False,G/46/P,True,True
256,0283_02,TRAPPIST-1e,False,F/64/P,False,True
257,0285_01,TRAPPIST-1e,False,E/16/P,True,True
258,0285_02,55 Cancri e,False,E/16/P,True,True
259,0286_01,55 Cancri e,False,F/65/P,False,False
260,0287_01,55 Cancri e,False,,True,True
261,0287_02,TRAPPIST-1e,False,B/12/P,False,False
262,0288_01,55 Cancri e,False,F/55/S,False,False
263,0289_01,55 Cancri e,False,C/12/S,True,True
264,0290_01,55 Cancri e,False,B/7/S,False,True
265,0290_02,TRAPPIST-1e,False,B/7/S,True,True
266,0290_03,TRAPPIST-1e,False,B/7/S,,True
267,0290_04,55 Cancri e,False,B/7/S,False,True
268,0291_01,TRAPPIST-1e,False,D/10/S,False,True
269,0294_01,TRAPPIST-1e,False,B/8/S,True,True
270,0297_01,TRAPPIST-1e,False,G/47/P,False,True
271,0298_01,55 Cancri e,False,A/3/P,True,True
272,0301_01,TRAPPIST-1e,False,,True,False
273,0302_01,TRAPPIST-1e,False,F/67/P,False,False
274,0303_01,TRAPPIST-1e,False,G/41/S,True,True
275,0304_01,TRAPPIST-1e,False,E/18/S,False,False
276,0305_01,55 Cancri e,False,C/7/P,False,False
277,0306_01,TRAPPIST-1e,False,E/19/S,False,False
278,0307_01,TRAPPIST-1e,False,F/59/S,False,True
279,0309_01,TRAPPIST-1e,False,F/60/S,False,False
280,0310_01,TRAPPIST-1e,False,,False,False
281,0313_01,PSO J318.5-22,False,F/68/P,False,True
282,0313_02,55 Cancri e,False,G/50/P,True,True
283,0313_03,55 Cancri e,False,F/68/P,False,True
284,0313_04,55 Cancri e,False,G/50/P,False,True
285,0314_01,55 Cancri e,False,G/51/P,False,False
286,0315_01,PSO J318.5-22,False,G/42/S,True,True
287,0316_01,TRAPPIST-1e,False,B/9/S,False,True
288,0316_02,TRAPPIST-1e,False,B/9/S,True,True
289,0320_01,TRAPPIST-1e,False,G/44/S,False,False
290,0320_02,TRAPPIST-1e,False,G/44/S,False,False
291,0321_01,TRAPPIST-1e,True,F/61/S,False,False
292,0322_01,PSO J318.5-22,False,G/45/S,True,False
293,0324_01,55 Cancri e,False,G/53/P,True,False
294,0326_01,TRAPPIST-1e,False,G/47/S,True,False
295,0327_01,TRAPPIST-1e,False,,False,True
296,0330_01,TRAPPIST-1e,False,C/14/S,False,True
297,0330_02,TRAPPIST-1e,False,C/14/S,False,True
298,0330_03,TRAPPIST-1e,False,C/14/S,False,False
299,0331_01,TRAPPIST-1e,False,F/72/P,False,False
300,0333_01,55 Cancri e,False,F/73/P,True,True
301,0334_01,TRAPPIST-1e,False,F/62/S,False,False
302,0336_01,TRAPPIST-1e,False,F/74/P,False,False
303,0337_01,55 Cancri e,False,F/63/S,True,True
304,0337_02,TRAPPIST-1e,False,F/63/S,False,True
305,0337_03,55 Cancri e,False,F/63/S,False,True
306,0338_01,TRAPPIST-1e,False,G/48/S,True,True
307,0340_01,55 Cancri e,False,B/10/S,True,True
308,0341_01,PSO J318.5-22,False,G/57/P,True,False
309,0343_01,PSO J318.5-22,False,F/76/P,False,False
310,0345_01,TRAPPIST-1e,False,E/21/S,True,False
311,0346_01,55 Cancri e,False,G/59/P,True,True
312,0347_01,TRAPPIST-1e,False,F/64/S,False,False
313,0348_01,TRAPPIST-1e,False,D/12/P,False,True
314,0348_02,TRAPPIST-1e,False,,,True
315,0350_01,PSO J318.5-22,False,G/60/P,True,True
316,0352_01,TRAPPIST-1e,False,F/78/P,False,False
317,0355_01,TRAPPIST-1e,False,,True,True
318,0356_01,55 Cancri e,False,B/15/P,True,True
319,0357_01,TRAPPIST-1e,False,F/65/S,False,False
320,0358_01,TRAPPIST-1e,False,G/50/S,True,True
321,0358_02,PSO J318.5-22,False,G/50/S,True,True
322,0359_01,PSO J318.5-22,False,F/66/S,False,False
323,0360_01,TRAPPIST-1e,False,F/67/S,False,False
324,0361_01,55 Cancri e,False,F/68/S,False,True
325,0365_01,55 Cancri e,False,G/51/S,False,False
326,0368_01,TRAPPIST-1e,False,F/82/P,False,False
327,0368_02,TRAPPIST-1e,False,F/82/P,True,True
328,0369_01,TRAPPIST-1e,False,G/53/S,False,True
329,0370_01,TRAPPIST-1e,False,F/83/P,False,False
330,0371_01,TRAPPIST-1e,False,F/84/P,True,True
331,0372_01,TRAPPIST-1e,False,F/85/P,False,False
332,0373_01,TRAPPIST-1e,False,G/62/P,True,False
333,0375_01,TRAPPIST-1e,False,E/22/P,False,False
334,0376_01,TRAPPIST-1e,False,G/54/S,False,True
335,0377_01,55 Cancri e,False,C/15/S,False,False
336,0378_01,55 Cancri e,False,B/11/S,False,False
337,0378_02,55 Cancri e,False,B/11/S,True,True
338,0378_03,TRAPPIST-1e,False,B/11/S,False,False
339,0378_04,TRAPPIST-1e,False,B/11/S,True,True
340,0378_05,TRAPPIST-1e,False,B/11/S,True,True
341,0378_06,TRAPPIST-1e,False,B/11/S,False,False
342,0378_07,TRAPPIST-1e,False,B/11/S,True,True
343,0379_01,TRAPPIST-1e,False,G/63/P,False,True
344,0380_01,55 Cancri e,False,,True,True
345,0381_01,55 Cancri e,False,B/16/P,True,True
346,0381_02,55 Cancri e,False,B/16/P,True,True
347,0382_01,,False,G/64/P,False,False
348,0383_01,TRAPPIST-1e,False,G/55/S,False,False
349,0383_02,PSO J318.5-22,False,G/55/S,True,False
350,0384_01,55 Cancri e,False,G/56/S,False,True
351,0384_02,TRAPPIST-1e,False,G/56/S,False,True
352,0385_01,TRAPPIST-1e,False,G/65/P,False,False
353,0387_01,TRAPPIST-1e,False,G/66/P,True,False
354,0388_01,TRAPPIST-1e,False,G/57/S,True,False
355,0389_01,TRAPPIST-1e,False,E/23/P,False,False
356,0391_01,PSO J318.5-22,True,C/9/P,False,True
357,0392_01,TRAPPIST-1e,False,E/24/P,False,False
358,0395_01,55 Cancri e,True,B/17/P,False,False
359,0395_02,55 Cancri e,False,B/17/P,False,False
360,0396_01,TRAPPIST-1e,False,G/59/S,True,True
361,0397_01,TRAPPIST-1e,False,F/69/S,True,True
362,0398_01,TRAPPIST-1e,False,D/13/S,False,False
363,0401_01,TRAPPIST-1e,True,D/14/S,False,False
364,0401_02,TRAPPIST-1e,False,D/14/S,False,False
365,0402_01,55 Cancri e,True,D/15/S,True,True
366,0403_01,TRAPPIST-1e,True,D/13/P,False,True
367,0405_01,55 Cancri e,False,F/89/P,False,False
368,0407_01,TRAPPIST-1e,False,G/69/P,False,False
369,0407_02,TRAPPIST-1e,False,F/90/P,False,False
370,0407_03,TRAPPIST-1e,False,G/69/P,True,False
371,0408_01,TRAPPIST-1e,False,E/25/P,False,False
372,0409_01,TRAPPIST-1e,False,F/71/S,False,False
373,0410_01,55 Cancri e,False,F/72/S,False,False
374,0411_01,TRAPPIST-1e,False,F/91/P,False,False
375,0412_01,TRAPPIST-1e,False,C/11/P,False,True
376,0413_01,TRAPPIST-1e,False,F/92/P,False,False
377,0415_01,TRAPPIST-1e,False,G/60/S,True,False
378,0417_01,55 Cancri e,False,B/18/P,True,True
379,0417_02,55 Cancri e,False,B/18/P,False,False
380,0417_03,TRAPPIST-1e,False,B/18/P,True,True
381,0423_01,TRAPPIST-1e,False,B/19/P,False,True
382,0425_01,TRAPPIST-1e,False,F/96/P,False,False
383,0425_02,TRAPPIST-1e,False,F/96/P,True,True
384,0425_03,TRAPPIST-1e,False,F/96/P,True,True
385,0427_01,TRAPPIST-1e,False,E/26/P,False,True
386,0428_01,TRAPPIST-1e,False,C/16/S,False,True
387,0429_01,55 Cancri e,False,A/5/S,False,True
388,0429_02,55 Cancri e,False,A/5/S,True,True
389,0430_01,TRAPPIST-1e,False,F/75/S,False,True
390,0431_01,TRAPPIST-1e,False,F/97/P,True,True
391,0432_01,TRAPPIST-1e,False,F/76/S,False,False
392,0433_01,55 Cancri e,False,B/20/P,,True
393,0433_02,TRAPPIST-1e,False,B/20/P,False,False
394,0434_01,TRAPPIST-1e,False,F/77/S,True,True
395,0435_01,TRAPPIST-1e,False,G/62/S,True,True
396,0436_01,55 Cancri e,False,G/63/S,False,True
397,0436_02,PSO J318.5-22,False,G/63/S,False,False
398,0437_01,TRAPPIST-1e,False,F/78/S,False,False
399,0437_02,PSO J318.5-22,False,F/78/S,False,False
400,0438_01,TRAPPIST-1e,False,B/13/S,True,True
401,0439_01,55 Cancri e,False,C/13/P,False,False
402,0441_01,55 Cancri e,False,F/79/S,False,False
403,0442_01,TRAPPIST-1e,False,F/98/P,False,False
404,0444_01,TRAPPIST-1e,True,D/15/P,False,False
405,0444_02,TRAPPIST-1e,True,F/99/P,False,False
406,0445_01,TRAPPIST-1e,False,F/80/S,False,False
407,0445_02,TRAPPIST-1e,False,E/25/S,False,False
408,0446_01,55 Cancri e,False,B/21/P,True,True
409,0447_01,TRAPPIST-1e,False,F/81/S,False,True
410,0448_01,TRAPPIST-1e,False,E/27/P,False,False
411,0448_02,PSO J318.5-22,False,G/71/P,True,True
412,0449_01,TRAPPIST-1e,False,G/64/S,True,True
413,0452_01,TRAPPIST-1e,False,E/26/S,True,True
414,0453_01,TRAPPIST-1e,False,B/14/S,True,True
415,0453_02,55 Cancri e,False,,True,True
416,0453_03,TRAPPIST-1e,False,B/14/S,True,True
417,0454_01,55 Cancri e,True,B/15/S,,True
418,0454_02,TRAPPIST-1e,False,B/15/S,True,True
419,0454_03,TRAPPIST-1e,False,B/15/S,True,True
420,0456_01,TRAPPIST-1e,False,F/83/S,False,False
421,0457_01,PSO J318.5-22,False,G/72/P,False,True
422,0457_02,TRAPPIST-1e,False,G/72/P,True,False
423,0457_03,TRAPPIST-1e,False,G/72/P,False,False
424,0458_01,55 Cancri e,False,D/16/S,True,True
425,0459_01,TRAPPIST-1e,False,F/84/S,False,False
426,0460_01,PSO J318.5-22,False,G/65/S,True,True
427,0461_01,PSO J318.5-22,False,E/27/S,False,True
428,0461_02,TRAPPIST-1e,False,F/85/S,False,True
429,0461_03,55 Cancri e,False,G/66/S,False,True
430,0462_01,,False,G/67/S,True,False
431,0463_01,TRAPPIST-1e,False,F/100/P,False,False
432,0463_02,TRAPPIST-1e,False,F/100/P,False,False
433,0465_01,TRAPPIST-1e,False,E/28/P,False,False
434,0465_02,TRAPPIST-1e,False,E/28/P,False,True
435,0466_01,TRAPPIST-1e,False,F/101/P,False,False
436,0468_01,TRAPPIST-1e,False,,True,False
437,0470_01,55 Cancri e,False,F/86/S,True,True
438,0470_02,TRAPPIST-1e,False,F/86/S,True,True
439,0471_01,TRAPPIST-1e,False,B/22/P,False,False
440,0471_02,55 Cancri e,False,B/22/P,False,True
441,0472_01,PSO J318.5-22,False,F/87/S,False,False
442,0474_01,55 Cancri e,False,G/69/S,True,True
443,0475_01,TRAPPIST-1e,False,E/29/P,False,False
444,0476_01,PSO J318.5-22,False,F/103/P,False,False
445,0476_02,TRAPPIST-1e,False,F/103/P,True,True
446,0476_03,TRAPPIST-1e,False,F/103/P,True,True
447,0477_01,TRAPPIST-1e,False,E/30/P,False,False
448,0480_01,TRAPPIST-1e,False,G/74/P,False,False
449,0481_01,TRAPPIST-1e,False,G/70/S,True,True
450,0482_01,TRAPPIST-1e,False,E/28/S,False,False
451,0482_02,TRAPPIST-1e,False,F/88/S,False,False
452,0485_01,55 Cancri e,False,B/17/S,False,False
453,0487_01,TRAPPIST-1e,False,C/19/S,,False
454,0488_01,PSO J318.5-22,False,G/76/P,True,False
455,0490_01,TRAPPIST-1e,False,G/71/S,True,True
456,0498_01,55 Cancri e,False,,True,True
457,0498_02,55 Cancri e,False,B/18/S,True,True
458,0499_01,55 Cancri e,False,F/89/S,True,True
459,0499_02,TRAPPIST-1e,False,E/29/S,False,False
460,0500_01,55 Cancri e,False,D/19/P,False,True
461,0501_01,TRAPPIST-1e,False,E/32/P,False,False
462,0502_01,TRAPPIST-1e,False,,False,False
463,0503_01,TRAPPIST-1e,False,F/90/S,False,True
464,0503_02,TRAPPIST-1e,False,F/90/S,False,False
465,0503_03,TRAPPIST-1e,False,E/31/S,False,False
466,0504_01,55 Cancri e,False,B/19/S,True,True
467,0504_02,55 Cancri e,False,B/19/S,True,True
468,0504_03,,False,B/19/S,True,True
469,0504_04,TRAPPIST-1e,False,B/19/S,False,False
470,0504_05,55 Cancri e,False,B/19/S,True,True
471,0504_06,55 Cancri e,False,B/19/S,True,True
472,0506_01,TRAPPIST-1e,False,F/91/S,True,True
473,0507_01,TRAPPIST-1e,False,G/74/S,False,True
474,0510_01,TRAPPIST-1e,False,C/16/P,False,True
475,0512_01,55 Cancri e,False,D/18/S,False,True
476,0512_02,TRAPPIST-1e,False,D/18/S,True,True
477,0513_01,PSO J318.5-22,False,G/78/P,True,True
478,0515_01,TRAPPIST-1e,False,B/20/S,True,True
479,0516_01,55 Cancri e,False,A/6/S,False,False
480,0517_01,TRAPPIST-1e,False,F/109/P,False,False
